timestamp,city,pm25,temperature,humidity,wind_speed,traffic_speed,free_flow_speed,traffic_congestion,hour_of_day,is_rush_hour,is_weekend,pm25_rolling_mean_3h,pm25_rolling_mean_6h,pm25_rolling_mean_24h,congestion_rolling_mean_6h,pm25_trend,congestion_trend,pm25_rate_of_change,congestion_rate_of_change,wind_dispersion,weather_stress,risk_score,risk_label,risk_driver,risk_score_mean_24h,risk_score_max_24h,risk_component_aqi,risk_component_traffic,risk_component_weather,is_traffic_anomaly,anomaly_severity,anomaly_direction,congestion_zscore,anomaly_count_24h,last_anomaly_timestamp,forecast_available,pm25_forecast_mean_24h,pm25_forecast_max_24h,pm25_forecast_peak_h
2026-04-03 03:00:00+00:00,New York,3.93,11.36,59,6.06,22.6,28.1,19.57,3,0,0,4.423,4.345,6.682,20.812,-1,-1,-1.66,-3.7,0.638,0.0987,10.37,Low,Traffic,17.71,34.85,0.0105,0.0685,0.0247,0,Normal,Normal,-0.621,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 04:00:00+00:00,New York,4.17,11.37,71,5.25,24.2,27.7,12.64,4,0,0,4.563,4.485,6.696,19.298,1,1,0.24,-6.93,0.779,0.1768,9.95,Low,Traffic,17.67,34.85,0.0111,0.0442,0.0442,0,Normal,Normal,-0.928,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 05:00:00+00:00,New York,5.82,11.36,73,4.49,20.9,25.3,17.39,5,0,0,4.64,4.677,6.599,19.9,1,-1,1.65,4.75,1.268,0.2326,13.46,Low,Traffic,17.57,34.85,0.0155,0.0609,0.0582,0,Normal,Normal,-0.71,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 06:00:00+00:00,New York,5.82,10.34,65,4.29,18.6,25.4,26.77,6,0,0,5.27,4.847,6.559,20.803,1,-1,0.0,9.38,1.326,0.2093,16.15,Low,Traffic,17.66,34.85,0.0155,0.0937,0.0523,0,Normal,Normal,-0.299,4,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 07:00:00+00:00,New York,10.91,9.67,66,6.41,15.0,25.2,40.48,7,1,0,7.517,6.04,6.466,23.353,1,1,5.09,13.71,1.676,0.1106,19.84,Low,Traffic,17.03,33.29,0.0291,0.1417,0.0276,0,Normal,Normal,0.395,3,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 08:00:00+00:00,New York,11.67,8.76,68,5.37,14.8,25.4,41.73,8,1,0,9.467,7.053,6.453,26.43,1,1,0.76,1.25,2.133,0.1591,21.7,Moderate,Traffic,16.55,33.09,0.0311,0.1461,0.0398,0,Normal,Normal,0.531,2,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 09:00:00+00:00,New York,6.96,8.34,69,5.68,13.2,25.1,47.41,9,1,0,9.847,7.558,6.219,31.07,1,1,-4.71,5.68,1.204,0.1486,22.17,Moderate,Traffic,16.09,28.33,0.0186,0.1659,0.0372,0,Normal,Normal,0.881,1,2026-04-02 10:00:00+00:00,False,,,
2026-04-03 10:00:00+00:00,New York,22.3,7.27,70,6.42,21.0,25.1,16.33,10,0,0,13.643,10.58,6.92,31.685,1,1,15.34,-31.08,3.42,0.1232,14.75,Low,AQI,15.53,27.63,0.0595,0.0572,0.0308,0,Normal,Normal,-0.701,0,,False,,,
2026-04-03 11:00:00+00:00,New York,40.31,6.73,71,6.57,18.6,25.0,25.6,11,0,0,23.19,16.328,8.297,33.053,1,1,18.01,9.27,6.043,0.1213,22.74,Moderate,AQI,15.33,27.63,0.1075,0.0896,0.0303,0,Normal,Normal,-0.1,0,,False,,,
2026-04-03 12:00:00+00:00,New York,21.24,6.62,68,6.88,18.6,25.1,25.9,12,0,0,27.95,18.898,8.886,32.908,1,1,-19.07,0.3,3.043,0.1022,17.28,Low,Traffic,15.47,27.63,0.0566,0.0906,0.0256,0,Normal,Normal,-0.106,0,,False,,,
2026-04-03 13:00:00+00:00,New York,4.43,6.77,69,6.34,19.3,24.8,22.18,13,0,0,21.993,17.818,8.812,29.858,1,-1,-16.81,-3.72,0.688,0.1227,12.01,Low,Traffic,15.56,27.63,0.0118,0.0776,0.0307,0,Normal,Normal,-0.366,0,,False,,,
2026-04-03 14:00:00+00:00,New York,3.26,6.03,68,7.07,19.2,24.2,20.66,14,0,0,9.643,16.417,8.668,26.347,1,-1,-1.17,-1.52,0.455,0.0967,10.52,Low,Traffic,15.38,27.63,0.0087,0.0723,0.0242,0,Normal,Normal,-0.449,0,,False,,,
2026-04-03 15:00:00+00:00,New York,1.0,6.38,64,8.47,21.2,24.5,13.47,15,0,0,2.897,15.423,8.528,20.69,-1,-1,-2.26,-7.19,0.117,0.0541,6.33,Low,Traffic,15.18,27.63,0.0027,0.0471,0.0135,0,Normal,Normal,-0.885,0,,False,,,
2026-04-03 16:00:00+00:00,New York,1.91,6.01,69,8.63,18.5,25.4,27.17,16,0,0,2.057,12.025,8.402,22.497,-1,-1,0.91,13.7,0.219,0.0633,11.6,Low,Traffic,15.27,27.63,0.0051,0.0951,0.0158,0,Normal,Normal,-0.065,0,,False,,,
2026-04-03 17:00:00+00:00,New York,6.11,6.16,70,9.13,14.8,25.4,41.73,17,1,0,3.007,6.325,8.28,25.185,-1,-1,4.2,14.56,0.662,0.0565,17.65,Low,Traffic,14.86,26.74,0.0163,0.1461,0.0141,0,Normal,Normal,1.019,0,,False,,,
2026-04-03 18:00:00+00:00,New York,6.8,7.87,70,7.73,16.0,24.3,34.16,18,1,0,4.94,3.918,8.186,26.562,-1,1,0.69,-7.57,0.868,0.0852,15.9,Low,Traffic,14.4,26.51,0.0181,0.1196,0.0213,0,Normal,Normal,0.632,0,,False,,,
2026-04-03 19:00:00+00:00,New York,7.48,8.09,66,7.94,15.1,25.0,39.6,19,1,0,6.797,4.427,8.121,29.465,-1,1,0.68,5.44,0.93,0.0697,17.6,Low,Traffic,14.03,22.74,0.02,0.1386,0.0174,0,Normal,Normal,1.384,0,,False,,,
2026-04-03 20:00:00+00:00,New York,1.0,8.91,71,7.83,21.1,25.4,16.93,20,0,0,5.093,4.05,7.94,28.843,-1,1,-6.48,-22.67,0.126,0.0855,8.34,Low,Traffic,13.98,22.74,0.0027,0.0593,0.0214,0,Normal,Normal,-0.827,0,,False,,,
2026-04-03 21:00:00+00:00,New York,2.82,9.24,63,7.37,21.8,25.1,13.15,21,0,0,3.767,4.353,7.92,28.79,1,1,1.82,-3.78,0.378,0.0745,7.21,Low,Traffic,13.89,22.74,0.0075,0.046,0.0186,0,Normal,Normal,-1.184,0,,False,,,
2026-04-03 22:00:00+00:00,New York,2.82,12.74,58,8.38,21.1,24.7,14.57,22,0,0,2.213,4.505,7.899,26.69,1,-1,0.0,1.42,0.333,0.0408,6.87,Low,Traffic,13.72,22.74,0.0075,0.051,0.0102,0,Normal,Normal,-0.997,0,,False,,,
2026-04-03 23:00:00+00:00,New York,2.92,14.14,53,9.07,20.5,24.4,15.98,23,0,0,2.853,3.973,7.826,22.398,-1,-1,0.1,1.41,0.318,0.0183,6.83,Low,Traffic,13.66,22.74,0.0078,0.0559,0.0046,0,Normal,Normal,-0.879,0,,False,,,
2026-04-04 00:00:00+00:00,New York,1.45,13.79,59,7.97,23.2,28.4,18.31,0,0,1,2.397,3.082,7.686,19.757,-1,-1,-1.47,2.33,0.18,0.0507,8.07,Low,Traffic,13.5,22.74,0.0039,0.0641,0.0127,0,Normal,Normal,-0.639,0,,False,,,
2026-04-04 01:00:00+00:00,New York,1.01,14.14,52,7.44,22.2,27.7,19.86,1,0,1,1.793,2.003,7.572,16.467,-1,-1,-0.44,1.55,0.134,0.042,8.27,Low,Traffic,13.29,22.74,0.0027,0.0695,0.0105,0,Normal,Normal,-0.468,0,,False,,,
2026-04-04 02:00:00+00:00,New York,6.49,13.95,53,6.22,24.1,27.3,11.72,2,0,1,2.983,2.918,7.61,15.598,-1,-1,5.48,-8.14,1.027,0.0735,7.67,Low,Traffic,13.05,22.74,0.0173,0.041,0.0184,0,Normal,Normal,-1.158,0,,False,,,
2026-04-04 03:00:00+00:00,New York,2.76,14.66,55,7.52,23.6,27.6,14.49,3,0,1,3.42,2.908,7.561,15.822,-1,-1,-3.73,2.77,0.362,0.0488,7.03,Low,Traffic,12.91,22.74,0.0074,0.0507,0.0122,0,Normal,Normal,-0.872,0,,False,,,
2026-04-04 04:00:00+00:00,New York,4.36,13.03,58,5.26,23.9,27.8,14.03,4,0,1,4.537,3.165,7.569,15.732,1,-1,1.6,-0.46,0.813,0.125,9.19,Low,Traffic,12.88,22.74,0.0116,0.0491,0.0312,0,Normal,Normal,-0.924,0,,False,,,
2026-04-04 05:00:00+00:00,New York,5.23,13.92,51,6.05,22.4,25.1,10.76,5,0,1,4.117,3.55,7.544,14.862,1,-1,0.87,-3.27,0.85,0.0715,6.96,Low,Traffic,12.61,22.74,0.014,0.0377,0.0179,0,Normal,Normal,-1.17,0,,False,,,
2026-04-04 06:00:00+00:00,New York,3.26,13.05,56,5.6,19.7,24.9,20.88,6,0,1,4.283,3.852,7.438,15.29,1,-1,-1.97,10.12,0.572,0.1039,10.78,Low,Traffic,12.39,22.74,0.0087,0.0731,0.026,0,Normal,Normal,-0.245,0,,False,,,
2026-04-04 07:00:00+00:00,New York,9.72,11.95,54,6.42,14.1,25.3,44.27,7,1,1,6.07,5.303,7.388,19.358,1,1,6.46,23.39,1.491,0.0713,19.86,Low,Traffic,12.39,22.74,0.0259,0.1549,0.0178,0,Normal,Normal,1.785,0,,False,,,
2026-04-04 08:00:00+00:00,New York,17.85,11.6,58,6.66,12.5,25.1,50.2,8,1,1,10.277,7.197,7.645,25.772,1,1,8.13,5.93,2.641,0.0776,24.27,Moderate,Traffic,12.5,24.27,0.0476,0.1757,0.0194,1,Moderate,Spike,2.143,1,2026-04-04 08:00:00+00:00,False,,,
2026-04-04 09:00:00+00:00,New York,25.56,10.12,55,6.78,11.8,25.2,53.17,9,1,1,17.71,10.997,8.42,32.218,1,1,7.71,2.97,3.715,0.0652,27.06,Moderate,Traffic,12.7,27.06,0.0682,0.1861,0.0163,1,Moderate,Spike,2.269,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 10:00:00+00:00,New York,31.42,9.94,56,7.94,21.1,25.5,17.25,10,0,1,24.943,15.507,8.8,32.755,1,1,5.86,-35.92,3.908,0.0434,15.5,Low,AQI,12.73,27.06,0.0838,0.0604,0.0108,0,Normal,Normal,-0.566,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 11:00:00+00:00,New York,22.75,9.53,57,6.58,23.3,25.4,8.27,11,0,1,26.577,18.427,8.069,32.34,1,1,-8.67,-8.98,3.406,0.0766,10.88,Low,AQI,12.24,27.06,0.0607,0.0289,0.0192,0,Normal,Normal,-1.179,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 12:00:00+00:00,New York,4.79,8.42,59,6.65,21.9,24.8,11.69,12,0,1,19.653,18.682,7.383,30.808,1,-1,-17.96,3.42,0.71,0.081,7.39,Low,Traffic,11.82,27.06,0.0128,0.0409,0.0202,0,Normal,Normal,-0.858,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 13:00:00+00:00,New York,2.68,8.78,63,6.98,19.2,24.9,22.89,13,0,1,10.073,17.508,7.31,27.245,1,-1,-2.11,11.2,0.379,0.0843,10.84,Low,Traffic,11.78,27.06,0.0072,0.0801,0.0211,0,Normal,Normal,-0.018,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 14:00:00+00:00,New York,1.1,8.0,58,9.01,23.0,24.7,6.88,14,0,1,2.857,14.717,7.22,20.025,-1,-1,-1.58,-16.01,0.121,0.0308,3.47,Low,Traffic,11.48,27.06,0.0029,0.0241,0.0077,0,Normal,Normal,-1.145,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 15:00:00+00:00,New York,1.0,8.45,63,8.73,20.8,25.5,18.43,15,0,1,1.593,10.623,7.22,14.235,-1,-1,-0.1,11.55,0.113,0.047,7.9,Low,Traffic,11.55,27.06,0.0027,0.0645,0.0118,0,Normal,Normal,-0.319,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 16:00:00+00:00,New York,1.0,9.23,64,9.26,22.1,25.1,11.95,16,0,1,1.033,5.553,7.183,13.352,-1,-1,0.0,-6.48,0.107,0.0407,5.47,Low,Traffic,11.29,27.06,0.0027,0.0418,0.0102,0,Normal,Normal,-0.742,2,2026-04-04 09:00:00+00:00,False,,,
2026-04-04 17:00:00+00:00,New York,8.46,8.99,61,8.49,10.8,25.4,57.48,17,1,1,3.487,3.172,7.28,21.553,-1,1,7.46,45.53,0.985,0.0463,23.54,Moderate,Traffic,11.54,27.06,0.0226,0.2012,0.0116,1,Moderate,Spike,2.309,3,2026-04-04 17:00:00+00:00,False,,,
2026-04-04 18:00:00+00:00,New York,6.05,9.42,58,9.47,13.5,25.4,46.85,18,1,1,5.17,3.382,7.249,27.413,-1,1,-2.41,-10.63,0.632,0.0243,18.62,Low,Traffic,11.65,27.06,0.0161,0.164,0.0061,0,Normal,Normal,1.504,3,2026-04-04 17:00:00+00:00,False,,,
2026-04-04 19:00:00+00:00,New York,7.52,10.0,57,8.56,10.2,24.8,58.87,19,1,1,7.343,4.188,7.251,33.41,-1,1,1.47,12.02,0.868,0.0353,23.48,Moderate,Traffic,11.9,27.06,0.02,0.206,0.0088,1,Moderate,Spike,2.049,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-04 20:00:00+00:00,New York,1.0,11.59,54,8.48,22.7,25.5,10.98,20,0,1,4.857,4.172,7.251,34.093,1,1,-6.52,-47.89,0.117,0.0292,4.84,Low,Traffic,11.75,27.06,0.0027,0.0384,0.0073,0,Normal,Normal,-0.753,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-04 21:00:00+00:00,New York,1.3,12.42,50,8.82,21.6,24.1,10.37,21,0,1,3.273,4.222,7.188,32.75,1,1,0.3,-0.61,0.146,0.0146,4.34,Low,Traffic,11.63,27.06,0.0035,0.0363,0.0036,0,Normal,Normal,-0.778,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-04 22:00:00+00:00,New York,6.81,11.63,59,6.7,20.0,24.2,17.36,22,0,1,3.037,5.19,7.354,33.652,1,1,5.51,6.99,1.001,0.0796,9.89,Low,Traffic,11.76,27.06,0.0182,0.0608,0.0199,0,Normal,Normal,-0.38,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-04 23:00:00+00:00,New York,7.05,11.29,90,6.54,21.5,24.9,13.65,23,0,1,5.053,4.955,7.526,26.347,1,-1,0.24,-3.71,1.062,0.1828,11.23,Low,Traffic,11.94,27.06,0.0188,0.0478,0.0457,0,Normal,Normal,-0.589,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 00:00:00+00:00,New York,7.61,12.42,90,5.88,23.7,27.4,13.5,0,0,1,7.157,5.215,7.782,20.788,1,-1,0.56,-0.15,1.273,0.2145,12.11,Low,Weather,12.11,27.06,0.0203,0.0472,0.0536,0,Normal,Normal,-0.583,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 01:00:00+00:00,New York,7.61,12.87,90,6.09,21.7,27.4,20.8,1,0,1,7.423,5.23,8.058,14.443,1,-1,0.0,7.3,1.229,0.2037,14.4,Low,Traffic,12.36,27.06,0.0203,0.0728,0.0509,0,Normal,Normal,-0.163,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 02:00:00+00:00,New York,7.61,12.32,90,5.7,22.4,28.0,20.0,2,0,1,7.61,6.332,8.104,15.947,1,-1,0.0,-0.8,1.312,0.2244,14.64,Low,Traffic,12.65,27.06,0.0203,0.07,0.0561,0,Normal,Normal,-0.231,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 03:00:00+00:00,New York,7.75,12.75,90,5.48,21.7,27.6,21.38,3,0,1,7.657,7.407,8.312,17.782,1,-1,0.14,1.38,1.389,0.2373,15.48,Low,Traffic,13.01,27.06,0.0207,0.0748,0.0593,0,Normal,Normal,-0.169,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 04:00:00+00:00,New York,11.03,12.93,90,4.13,24.6,27.8,11.51,4,0,1,8.797,8.11,8.59,16.807,1,1,3.28,-9.87,2.608,0.3462,15.63,Low,Weather,13.27,27.06,0.0294,0.0403,0.0866,0,Normal,Normal,-0.739,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 05:00:00+00:00,New York,9.4,12.15,90,4.88,22.0,25.3,13.04,5,0,1,9.393,8.502,8.764,16.705,1,1,-1.63,1.53,1.888,0.2784,14.03,Low,Weather,13.57,27.06,0.0251,0.0456,0.0696,0,Normal,Normal,-0.658,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 06:00:00+00:00,New York,8.0,11.13,90,5.25,21.2,24.7,14.17,6,0,1,9.477,8.567,8.961,16.817,1,-1,-1.4,1.13,1.495,0.252,13.39,Low,Weather,13.68,27.06,0.0213,0.0496,0.063,0,Normal,Normal,-0.571,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 07:00:00+00:00,New York,14.45,10.03,90,4.92,15.3,24.5,37.55,7,1,1,10.617,9.707,9.158,19.608,1,1,6.45,23.38,2.878,0.2754,23.87,Moderate,Traffic,13.84,27.06,0.0385,0.1314,0.0688,0,Normal,Normal,0.824,4,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 08:00:00+00:00,New York,12.92,9.93,90,5.19,13.8,24.9,44.58,8,1,1,11.79,10.592,8.953,23.705,1,1,-1.53,7.03,2.442,0.256,25.44,Moderate,Traffic,13.89,27.06,0.0344,0.156,0.064,0,Normal,Normal,1.283,3,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 09:00:00+00:00,New York,16.58,10.01,90,3.99,13.5,25.3,46.64,9,1,1,14.65,12.063,8.579,27.915,1,1,3.66,2.06,4.054,0.3616,29.78,Moderate,Traffic,14.01,29.78,0.0442,0.1632,0.0904,0,Normal,Normal,1.465,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 10:00:00+00:00,New York,7.6,8.45,90,4.35,21.3,24.7,13.77,10,0,1,12.367,11.492,7.586,28.292,1,1,-8.98,-32.87,1.708,0.324,14.95,Low,Weather,13.98,29.78,0.0203,0.0482,0.081,0,Normal,Normal,-0.575,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 11:00:00+00:00,New York,8.78,7.48,90,5.22,22.5,24.8,9.27,11,0,1,10.987,11.388,7.004,27.663,1,1,1.18,-4.5,1.65,0.254,11.93,Low,Weather,14.03,29.78,0.0234,0.0324,0.0635,0,Normal,Normal,-0.86,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 12:00:00+00:00,New York,8.86,7.57,90,5.04,21.0,24.2,13.22,12,0,1,8.413,11.532,7.174,27.505,-1,-1,0.08,3.95,1.724,0.2665,13.65,Low,Weather,14.29,29.78,0.0236,0.0463,0.0666,0,Normal,Normal,-0.619,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 13:00:00+00:00,New York,6.47,6.75,65,6.76,20.9,24.5,14.69,13,0,1,8.037,10.202,7.332,23.695,-1,-1,-2.39,1.47,0.943,0.0965,9.27,Low,Traffic,14.22,29.78,0.0172,0.0514,0.0241,0,Normal,Normal,-0.503,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 14:00:00+00:00,New York,6.72,6.7,62,6.75,21.8,24.8,12.1,14,0,1,7.35,9.168,7.566,18.282,-1,-1,0.25,-2.59,0.981,0.0876,8.22,Low,Traffic,14.42,29.78,0.0179,0.0424,0.0219,0,Normal,Normal,-0.686,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 15:00:00+00:00,New York,6.72,7.42,68,5.92,21.0,25.1,16.33,15,0,1,6.637,7.525,7.804,13.23,-1,-1,0.0,4.23,1.116,0.135,10.89,Low,Traffic,14.55,29.78,0.0179,0.0572,0.0338,0,Normal,Normal,-0.413,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 16:00:00+00:00,New York,9.63,7.78,63,6.74,22.7,25.1,9.56,16,0,1,7.69,7.863,8.164,12.528,-1,-1,2.91,-6.77,1.408,0.0909,8.19,Low,Traffic,14.66,29.78,0.0257,0.0335,0.0227,0,Normal,Normal,-0.828,2,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 17:00:00+00:00,New York,10.99,7.58,67,6.53,13.9,25.1,44.62,17,1,1,9.113,8.232,8.269,18.42,-1,1,1.36,35.06,1.658,0.1099,21.3,Moderate,Traffic,14.57,29.78,0.0293,0.1562,0.0275,0,Normal,Normal,1.49,1,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 18:00:00+00:00,New York,12.33,8.59,66,7.17,13.5,24.9,45.78,18,1,1,10.983,8.81,8.531,23.847,1,1,1.34,1.16,1.696,0.0881,21.51,Moderate,Traffic,14.69,29.78,0.0329,0.1602,0.022,0,Normal,Normal,1.578,1,2026-04-04 19:00:00+00:00,False,,,
2026-04-05 19:00:00+00:00,New York,12.33,8.68,59,6.48,12.0,24.7,51.42,19,1,1,11.883,9.787,8.731,29.968,1,1,0.0,5.64,1.874,0.0858,23.43,Moderate,Traffic,14.68,29.78,0.0329,0.18,0.0214,1,Moderate,Spike,2.08,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-05 20:00:00+00:00,New York,6.62,10.22,56,6.83,20.5,25.3,18.97,20,0,1,10.427,9.77,8.965,31.113,1,1,-5.71,-32.45,0.955,0.067,10.08,Low,Traffic,14.9,29.78,0.0176,0.0664,0.0168,0,Normal,Normal,-0.235,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-05 21:00:00+00:00,New York,7.55,10.55,59,6.08,22.0,24.9,11.65,21,0,1,8.833,9.908,9.226,30.333,1,1,0.93,-7.32,1.222,0.098,8.54,Low,Traffic,15.08,29.78,0.0201,0.0408,0.0245,0,Normal,Normal,-0.764,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-05 22:00:00+00:00,New York,7.57,10.35,56,8.35,22.3,25.2,11.51,22,0,1,7.247,9.565,9.258,30.658,-1,1,0.02,-0.14,0.896,0.0363,6.96,Low,Traffic,14.96,29.78,0.0202,0.0403,0.0091,0,Normal,Normal,-0.749,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-05 23:00:00+00:00,New York,7.48,10.68,63,7.7,21.8,24.7,11.74,23,0,1,7.533,8.98,9.275,25.178,-1,-1,-0.09,0.23,0.959,0.0669,7.78,Low,Traffic,14.81,29.78,0.02,0.0411,0.0167,0,Normal,Normal,-0.724,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 00:00:00+00:00,New York,6.19,10.59,60,7.61,22.8,27.4,16.79,0,0,0,7.08,7.957,9.216,20.347,-1,-1,-1.29,5.05,0.803,0.0607,9.05,Low,Traffic,14.68,29.78,0.0165,0.0588,0.0152,0,Normal,Normal,-0.379,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 01:00:00+00:00,New York,8.31,12.22,66,7.12,20.0,27.8,28.06,1,0,0,7.327,7.287,9.245,16.453,-1,-1,2.12,11.27,1.151,0.0895,14.28,Low,Traffic,14.68,29.78,0.0222,0.0982,0.0224,0,Normal,Normal,0.398,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 02:00:00+00:00,New York,6.61,11.49,61,7.73,20.8,27.7,24.91,2,0,0,7.037,7.285,9.204,17.443,-1,-1,-1.7,-3.15,0.844,0.0609,12.0,Low,Traffic,14.57,29.78,0.0176,0.0872,0.0152,0,Normal,Normal,0.161,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 03:00:00+00:00,New York,8.3,11.33,58,6.9,21.4,27.1,21.03,3,0,0,7.74,7.41,9.227,19.007,-1,-1,1.69,-3.88,1.186,0.0714,11.35,Low,Traffic,14.4,29.78,0.0221,0.0736,0.0178,0,Normal,Normal,-0.113,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 04:00:00+00:00,New York,9.58,12.05,92,6.31,23.4,26.5,11.7,4,0,0,8.163,7.745,9.166,19.038,1,1,1.28,-9.33,1.495,0.1997,11.65,Low,Weather,14.23,29.78,0.0256,0.041,0.0499,0,Normal,Normal,-0.774,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 05:00:00+00:00,New York,7.47,10.26,92,6.31,21.6,24.7,12.55,5,0,0,8.45,7.743,9.086,19.173,1,1,-2.11,0.85,1.165,0.1997,11.37,Low,Weather,14.12,29.78,0.0199,0.0439,0.0499,0,Normal,Normal,-0.711,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 06:00:00+00:00,New York,5.61,10.3,92,7.01,21.2,24.7,14.17,6,0,0,7.553,7.647,8.986,18.737,1,-1,-1.86,1.62,0.789,0.1698,10.7,Low,Traffic,14.01,29.78,0.015,0.0496,0.0424,0,Normal,Normal,-0.597,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 07:00:00+00:00,New York,13.96,9.5,92,6.23,14.1,25.1,43.82,7,1,0,9.013,8.588,8.966,21.363,1,1,8.35,29.65,2.205,0.2036,24.15,Moderate,Traffic,14.02,29.78,0.0372,0.1534,0.0509,0,Normal,Normal,1.447,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 08:00:00+00:00,New York,11.69,8.34,92,6.61,12.8,24.7,48.18,8,1,0,10.42,9.435,8.915,25.242,1,1,-2.27,4.36,1.742,0.1862,24.64,Moderate,Traffic,13.99,29.78,0.0312,0.1686,0.0466,0,Normal,Normal,1.708,1,2026-04-05 19:00:00+00:00,False,,,
2026-04-06 09:00:00+00:00,New York,13.41,7.59,92,6.43,10.4,24.5,57.55,9,1,0,13.02,10.287,8.782,31.328,1,1,1.72,9.37,2.054,0.1941,28.57,Moderate,Traffic,13.94,28.57,0.0358,0.2014,0.0485,1,Moderate,Spike,2.179,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 10:00:00+00:00,New York,7.66,7.32,92,7.88,21.1,25.2,16.27,10,0,0,10.92,9.967,8.785,32.09,1,1,-5.75,-41.28,0.96,0.14,11.23,Low,Traffic,13.78,28.57,0.0204,0.0569,0.035,0,Normal,Normal,-0.469,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 11:00:00+00:00,New York,7.55,6.13,92,7.6,21.2,25.3,16.21,11,0,0,9.54,9.98,8.734,32.7,1,1,-0.11,-0.06,0.981,0.1489,11.4,Low,Traffic,13.76,28.57,0.0201,0.0567,0.0372,0,Normal,Normal,-0.499,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 12:00:00+00:00,New York,5.05,6.26,92,8.3,22.4,25.7,12.84,12,0,0,6.753,9.887,8.575,32.478,-1,1,-2.5,-3.37,0.601,0.1278,9.04,Low,Traffic,13.57,28.57,0.0135,0.0449,0.032,0,Normal,Normal,-0.716,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 13:00:00+00:00,New York,5.7,5.28,92,8.52,20.6,25.0,17.6,13,0,0,6.1,8.51,8.543,28.108,-1,-1,0.65,4.76,0.661,0.1219,10.73,Low,Traffic,13.63,28.57,0.0152,0.0616,0.0305,0,Normal,Normal,-0.416,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 14:00:00+00:00,New York,6.82,6.04,62,7.22,18.8,25.4,25.98,14,0,0,5.857,7.698,8.547,24.408,-1,-1,1.12,8.38,0.932,0.0753,12.79,Low,Traffic,13.82,28.57,0.0182,0.0909,0.0188,0,Normal,Normal,0.095,2,2026-04-06 09:00:00+00:00,False,,,
2026-04-06 15:00:00+00:00,New York,5.13,6.05,63,9.14,18.9,24.6,23.17,15,0,0,5.883,6.318,8.481,18.678,-1,-1,-1.69,-2.81,0.555,0.0403,10.49,Low,Traffic,13.8,28.57,0.0137,0.0811,0.0101,0,Normal,Normal,-0.111,2,2026-04-06 09:00:00+00:00,False,,,
